Word 1,Word 2
aujourd’hui,lui
paraître,maître
jour,amour
affermies,amies
sujet,projet
usage,avantage
lycarsis,fils
forte,sorte
yeux,dieux
père,mystère
deux,vœux
nicandre,attendre
pressez,pensez
badinage,davantage
d’état,éclat
d’importance,impatience
deux,fâcheux
arrière,manière
manière,ferez
ferez,désirez
désirez,nicandre
nicandre,d’entendre
d’entendre,décharger
décharger,enrager
d’affaire,m’entendre
bien,rien
magnificence,présence
jour,cour
vue,venue
savoir,voir
tête,fête
remarque,monarque
quoi,roi
seconde,monde
parts,regards
plaisantes,reluisantes
miel,ciel
ciel,chérie
chérie,gueuserie
gueuserie,bien
bien,rien
entendre,promener
promener,pendre
gens,impertinents
impertinents,saines
saines,pleines
époux,vous
aspirent,soupirent
langueurs,cœurs
alliance,préférence
feu,aveu
permise,l’autorise
l’autorise,ainsi
puissance,espérance
cruelle,elle
d’humanité,fierté
zèle,querelle
voulons,parlons
âge,mariage
yeux,précieux
précieux,fortune
fortune,commune
même,extrême
quelquefois,mois
mois,fantaisie
fantaisie,philosophie
profond,confond
qu’enfance,d’innocence
jour,d’amour
offerte,mélicerte
abus,plus
avance,pense
ajusté,qualité
qualité,d’hyménée
d’hyménée,destinée
ardeur,cœur
croire,gloire
s’exécute,dispute
dispute,arrêt
arrêt,plaît
chose,dispose
fraîchement,attachement
attachement,bête
bête,arrête
main,sein
beau,moineau
moineau,place
joyaux,moineaux
prétendent,demandent
vœux,deux
une,fortune
fortune,bonheur
bonheur,cœur
confondre,répondre
nous,vous
écloses,choses
meilleur,cœur
suffrages,avantages
surprend,grand
m’oppose,chose
appas,bas
croire,gloire
méritez,attente
attente,contente
beautés,qualités
effroyable,raisonnable
vœux,deux
rendre,défendre
pas,appas
engage,avantage
présumer,d’aimer
d’aimer,faire
faire,nécessaire
obéissance,puissance
aimer,charmer
continue,venue
supérieurs,cœurs
époux,vous
père,colère
charmant,amant
d’autres,nôtres
inégal,mal
l’aime,extrême
attraits,fais
l’offense,différence
différence,enchaîné
enchaîné,donné
imaginable,capable
saisir,plaisir
d’entendre,tendre
coups,vous
traître,maître
maître,transports
transports,corps
stelle,nouvelle
orné,daphné
grande,demande
demande,dessein
dessein,main
bouche,touche
vérité,conté
affaire,plaire
plaire,ardeur
ardeur,cœur
implacable,considérable
préférer,désespérer
pense,indifférence
faire,déplaire
mouvements,sentiments
solitude,inquiétude
d’aimer,informer
destinée,pénée
cœurs,douceurs
agréables,effroyables
souvenue,vue
soins,moins
complaisance,bienveillance
désirs,plaisirs
disgrâce,menace
réduit,dit
vous,jaloux
extrême,moimême
divinités,volontés
volontés,richesse
richesse,tristesse
chagrin,matin
silence,impatience
larmes,charmes
meurs,pleurs
entendre,apprendre
aujourd’hui,ennui
m’inspire,dire
vous,époux
faiblesse,tristesse
loi,moi
tristesse,faiblesse
doux,vous
offerte,mélicerte
mélicerte,rigueur
rigueur,cœur
crainte,atteinte
hélas,pas
rivales,égales
espérer,préférer
bout,tout
personne,couronne
pouvoir,avoir
pure,injure
ébranlés,belles
belles,qu’elles
voix,choix
chère,bergère
dieux,yeux
cœur,douceur
secours,toujours
alarmes,charmes
dieux,yeux
abandonne,donne
donne,ravissement
ravissement,serment
voie,joie
joie,moi
fâcheux,deux
tendre,prendre
exila,choseslà
manière,bergère
douceurs,cœurs
bassesse,blesse
m’engage,l’outrage
vœux,fâcheux
justice,supplice
promptement,emportement
l’enflamme,âme
bien,rien
défendre,tendre
tendre,aimer
aimer,alarmer
créance,présence
résoudrez,voudrez
retraite,souhaite
réjouissez,pensez
puissance,persévérance
aller,parler
sage,langage
dieux,précieux
précieux,conjoncture
conjoncture,nature
doux,vous
redevable,insupportable
yeux,précieux
envie,vie
part,pendard
âge,m’engage
mourir,d’obéir
larmes,armes
d’amitié,pitié
pitié,envie
envie,vie
été,bonté
faiblesse,tendresse
doux,vous
avancée,pensée
désobéir,revenir
nature,ouverture
mélicerte,offerte
offerte,porter
porter,contenter
charmes,larmes
ardeurs,cœurs
belles,nouvelles
affreux,vœux
davantage,partage
flamme,âme
doux,vous
craindre,plaindre
amants...,tourments...
victoire,gloire
volontés,félicités
miracle,obstacle
vœux,deux
beauté,transporté
marie,prie
mystérieux,lieux
partout,bout
nicandre,apprendre
apprendre,délivre
délivre,suivre
loin,besoin
s’acquitte,vite
vite,ménageci
ménageci,souci
édifiée,contrariée
haut,pétaut
suivante,impertinente
grandmère,père
garnement,tourment
discrète,doucette
dort,fort
déplaise,mauvaise
yeux,mieux
blesse,princesse
seulement,d’ajustement
frère,révère
époux,nous
vivre,suivre
suivre,humeur
humeur,cœur
courroux,vous
critique,tyrannique
divertir,consentir
maximes,crimes
zélé,contrôlé
conduire,induire
induire,rien
rien,bien
sorte,m’emporte
plat,éclat
scandalise,s’impatronise
s’impatronise,souliers
souliers,deniers
deniers,méconnaître
méconnaître,maître
mieux,pieux
fantaisie,qu’hypocrisie
laurent,garant
être,maître
maître,rebutez
honnête,tête
nous,jaloux
dites,visites
visites,hantez
assemblage,voisinage
rien,bien
cause,chose
mis,amis
faire,taire
rempart,égard
innocence,licence
époux,nous
rire,médire
promptement,attachement
joie,croie
couleurs,leurs
ressemblance,l’innocence
partagés,chargés
l’affaire,exemplaire
gens,céans
bonne,personne
personne,ardent
ardent,défendant
hommages,avantages
avantages,baisser
baisser,renoncer
sagesse,faiblesse
inquiétude,prude
bien,rien
rien,vie
vie,d’envie
plaisirs,désirs
désirs,plaire
plaire,taire
jour,tour
sage,personnage
envoyé,fourvoyé
entendre,reprendre
conversations,inventions
paroles,fariboles
part,quart
troublées,assemblées
rien,bien
bien,babylone
babylone,l’aune
rire,dire
dire,moitié
moitié,pied
corneilles,oreilles
aller,quereller
dommage,langage
bon,nom
échauffée,coiffée
fils,pis
sage,courage
hébété,entêté
âme,femme
confident,prudent
maîtresse,tendresse
tendresse,assis
assis,six
cède,aide
héros,propos
miracles,oracles
jouir,l’éblouir
sommes,sommes
garçon,leçon
farouches,mouches
mains,saints
effroyable,diable
venu,tenu
tenu,vue
vue,venue
venue,d’amusement
d’amusement,seulement
chose,s’oppose
grands,prends
valère,chère
bonjour,retour
fleurie,prie
souci,d’ici
sorte,porte
soir,concevoir
merveille,vermeille
dégoût,tout
entière,paupière
paupière,sommeiller
sommeiller,veiller
agréable,table
soudain,lendemain
gagnée,saignée
âme,madame
avance,convalescence
vous,courroux
justice,caprice
aujourd’hui,lui
parlez,voulez
être,connaître
fin,enfin
profonde,monde
monde,entretien
entretien,rien
âme,femme
cela,voilà
rencontre,montre
doux,genoux
entière,prière
élancements,moments
vite,bénite
bénite,l’imitait
l’imitait,était
était,modestie
modestie,partie
partie,moitié
moitié,pitié
reprendre,répandre
répandre,retirer
retirer,prospérer
même,extrême
doux,jaloux
zèle,bagatelle
scandaliser,accuser
accuser,prière
prière,colère
crois,moi
entiché,prêché
affaire,ordinaire
eux,yeux
simagrées,sacrées
peur,cœur
esclaves,braves
conduit,bruit
trace,grimace
distinction,dévotion
langage,visage
sincérité,vérité
personne,bonne
faits,jamais
petites,limites
limites,souvent
souvent,avant
beaufrère,révère
révère,retiré
retiré,éclairé
sommes,hommes
révéré,retiré
science,différence
héros,dévots
belle,zèle
odieux,spécieux
place,grimace
gré,sacré
soumise,marchandise
marchandise,dignités
dignités,affectés
commune,fortune
jour,cour
vices,d’artifices
insolemment,ressentiment
colère,révère
révère,gré
gré,sacré
sacré,paraître
paraître,connaître
yeux,glorieux
périandre,clitandre
débattu,vertu
insupportable,traitable
actions,corrections
autres,nôtres
d’appui,d’autrui
suivre,vivre
d’acharnement,seulement
extrême,luimême
user,proposer
modèle,zèle
frère,valère
vous,oui
oui,doux
tête,peutêtre
plaira,nécessaire
bon,non
cherchezvous,vois
entendre,surprendre
vous,doux
chère,père
père,mériter
mériter,contenter
contenter,haute
haute,hôte
répondrez,voudrez
fille,brille
doux,époux
eh,eh
doux,époux
jure,imposture
vérité,arrêté
fille,famille
famille,cela
forte,sorte
sorte,part
part,hasard
nouvelle,bagatelle
bagatelle,incroyable
point,point
croire,histoire
sage,visage
mamie,supplie
complot,bigot
pense,alliance
alliance,bien
révère,misère
misère,l’élever
l’élever,priver
temporelles,éternelles
éternelles,moyens
moyens,biens
renomme,gentilhomme
vanité,piété
l’innocence,naissance
dévotion,ambition
blesse,noblesse
d’ennui,lui
bienséances,conséquences
vertu,combattu
personne,donne
front,sont
fidèle,modèle
hait,fait
livre,vivre
leçons,chansons
père,valère
enclin,libertin
églises,précises
aperçus,làdessus
monde,seconde
désirs,plaisirs
fidèles,tourterelles
viendrez,voudrez
voudrez,assure
assure,discours
discours,l’encolure
l’encolure,l’emportera
l’emportera,aura
taire,faire
intérêt,plaît
m’aime,vousmême
souffrir,offrir
conscience,alliance
fadaises,taises
moins,soins
lotie,assurément
assurément,impunément
impunément,fête
fête,prête
cas,pas
moimême,extrême
main,dessein
dessein,élire
mot,moi
d’obéissance,déférence
époux,vous
vivre,poursuivre
feu,peu
parole,rôle
insensé,repoussé
repoussé,fasse
quoi,autrui
autrui,lui
l’affaire,plaire
charmant,empêchement
d’empire,dire
pas,pas
grande,demande
cœur,ardeur
bouche,touche
douter,éclater
extrême,même
assurément,attente
attente,violente
pas,d’embarras
j’enrage,langage
rends,gens
gens,sornettes
sornettes,faites
faites,timidité
timidité,fermeté
valère,père
fieffé,coiffé
coiffé,arrêtée
arrêtée,imputée
mépris,épris
brille,fille
pense,alliance
vœux,avantageux
propose,chose
pied,moitié
couronne,personne
fleuri,mari
âme,femme
discours,secours
faire,père
époux,plaignezvous
ville,fertile
entretenir,venir
bienvenue,l’élue
honorer,espérer
musettes,marionnettes
mourir,secourir
t’émouvoir,désespoir
l’aide,remède
courroux,vous
martyre,j’expire
adroitement,amant
nouvelle,belle
certain,dessein
visée,proposée
sérieusement,sérieusement
sérieusement,hautement
hautement,s’arrête
non,non
conseillezvous,époux
doute,l’écoute
reçois,crois
âme,madame
plaisir,réussir
réussir,tromperie
prie,accepter
accepter,présenter
présenter,faire
faire,salutaire
intentions,résolutions
frivole,parole
cœur,ardeur
pensée,offensée
dessein,main
foi,moi
ouverte,perte
perte,changement
changement,facilement
croire,gloire
soins,moins
pardonne,abandonne
relevé,approuvé
âme,flamme
bras,pas
souhaite,faite
faite,voudriez
m’insulter,contenter
vousmême,extrême
oui,conçoit
heure,euh
pense,extravagance
quereller,aller
aller,valère
revenir,retenir
veux,deux
dessein,faire
faire,d’affaire
démêlé,parlé
parlé,emportée
emportée,traitée
soin,témoin
envie,vie
vie,conseil
conseil,pareil
avancez,pensez
peine,haine
fous,vous
méchante,affligeante
ingrat,débat
mariage,usage
façons,chansons
extravagance,l’apparence
aisé,proposé
remédie,maladie
délais,mauvais
fâcheuse,bourbeuse
lui,oui
semble,ensemble
amis,promis
frère,bellemère
tous,vous
père,valère
valère,oser
oser,jaser
jaser,disje
vôtre,l’autre
destins,faquins
m’arrête,tête
tête,emportement
emportement,simplement
propose,chose
chose,complots
complots,mots
père,bellemère
crédit,dit
elle,belle
mander,sonder
sonder,connaître
connaître,naître
espoir,voir
descendre,l’attendre
ordinaires,affaires
courroux,retirezvous
discipline,illumine
prisonniers,deniers
deniers,forfanterie
dire,prie
prie,mouchoir
blessées,pensées
tentation,impression
monte,prompte
bas,pas
modestie,partie
repos,mots
radoucit,dit
semble,ensemble
bonté,santé
désire,inspire
pieux,mieux
remise,prise
faut,haut
instance,convalescence
inquiété,santé
mienne,chrétienne
affaire,éclaire
doux,vous
demandée,accordée
d’entretien,rien
singulière,entière
faits,attraits
haine,m’entraîne
moelleuse,chatouilleuse
chatouilleuse,merveilleux
merveilleux,miraculeux
faire,affaire
foi,ditesmoi
dire,soupire
attraits,souhaits
terre,pierre
soupirs,désirs
éternelles,temporelles
temporelles,charmés
charmés,formés
formés,pareilles
pareilles,merveilles
merveilles,beautés
beautés,transportés
créature,nature
atteint,peint
secrète,adroite
résolut,salut
aimable,coupable
pudeur,cœur
grande,l’offrande
bonté,infirmité
quiétude,béatitude
arrêt,plaît
galante,surprenante
surprenante,sein
sein,dessein
appas,pas
étrange,ange
fais,attraits
qu’humaine,souveraine
douceur,cœur
larmes,charmes
fois,voix
bénigne,indigne
consoler,ravaler
ravaler,merveille
merveille,pareille
hasard,part
folles,paroles
targuer,divulguer
confie,sacrifie
discret,secret
renommée,aimée
cœur,peur
peur,rhétorique
rhétorique,s’explique
s’explique,d’humeur
d’humeur,ardeur
ardeur,sorte
sorte,porte
porte,bénignité
bénignité,témérité
faiblesse,blesse
air,chair
peutêtre,paraître
époux,vous
chicane,mariane
pouvoir,espoir
répandre,entendre
conduit,nuit
vengeance,insolence
jour,d’amour
sage,m’engage
pas,éclats
pareilles,oreilles
ainsi,aussi
raillerie,cagoterie
courroux,nous
père,valère
désabusé,aisé
redevable,favorable
ravir,servir
croie,joie
m’obliger,venger
venger,d’affaire
d’affaire,satisfaire
abord,fort
caresses,tendresses
déclarer,déshonorer
madame,flamme
discret,secret
impudence,offense
propos,repos
dépendre,défendre
dit,crédit
croyable,coupable
d’iniquité,été
souillures,d’ordures
punition,occasion
reprendre,défendre
courroux,vous
partage,davantage
fausseté,pureté
pureté,hypocrite
tort,rapport
favorable,capable
extérieur,meilleur
l’apparence,pense
pense,bien
bien,rien
rien,perfide
perfide,d’homicide
détestés,mérités
l’ignominie,vie
grâce,infâme
bras,pas
dure,égratignure
je,disje
aujourd’hui,lui
usage,personnage
bannir,retenir
fille,famille
l’obliger,enrager
enrager,connaître
connaître,maître
fripon,pardon
pas,pas
succession,malédiction
personne,donne
déplaisir,noircir
ingratitude,rude
grâce,place
pas,débats
j’apporte,sorte
moquezvous,vois
vois,foi
écoute,doute
doute,rejetez
femme,l’âme
vie,mortifie
plus,làdessus
m’engage,d’ombrage
joie,voie
tous,vous
manière,entière
prends,parents
propose,chose
écrit,dépit
croire,gloire
propos,mots
mots,expose
expose,chose
chose,usé
usé,accusé
accusé,l’offense
l’offense,vengeance
démêlé,exilé
franchise,scandalise
tout,bout
colère,père
cœur,aigreur
blâme,âme
consentir,sortir
d’égale,scandale
croirait,l’imputerait
coupable,charitable
ménager,engager
colorées,tirées
chargezvous,nous
vengeances,offenses
humains,souverains
croire,gloire
gloire,prescrit
prescrit,l’esprit
pardonne,ordonne
d’aujourd’hui,lui
l’oreille,conseille
bien,rien
pensée,intéressée
d’appas,pas
père,faire
crains,mains
partage,usage
dessein,prochain
craintes,plaintes
rien,bien
mésuse,accuse
confusion,proposition
maxime,légitime
légitime,mis
mis,damis
discrète,retraite
raison,maison
elle,mortelle
soir,désespoir
désespoir,prie
prie,d’industrie
troublés,assemblés
rire,dire
dire,douleur
douleur,cœur
naissance,obéissance
loi,dois
donnée,infortunée
former,aimer
aimer,j’implore
j’implore,j’abhorre
désespoir,pouvoir
humaine,peine
peine,bien
bien,mien
mien,l’abandonne
l’abandonne,personne
austérités,comptés
comptés,religieuses
religieuses,amoureuses
l’accepter,mériter
mariage,davantage
écot,mot
réponde,monde
cas,pas
dire,admire
lui,d’aujourd’hui
apparences,complaisances
désavouer,jouer
jouer,crue
crue,émue
transport,fort
touche,bouche
simplement,nullement
sages,sauvages
dents,gens
gens,sagesse
sagesse,diablesse
froideur,cœur
change,étrange
incrédulité,vérité
voir,oui
manière,lumière
répondezmoi,foi
prendre,entendre
bien,rien
peut,dure
dure,d’imposture
loin,témoin
adresse,promesse
rusé,malaisé
aime,soimême
retirezvous,dessous
faire,jugerez
jugerez,serez
entende,grande
sortir,repartir
matière,manière
permis,promis
réduite,hypocrite
effrontés,témérités
confondre,répondre
répondre,rendrez
rendrez,voudrez
insensée,poussée
m’exposer,désabuser
désabuser,maître
maître,paraître
paraître,parler
parler,révéler
dise,surprise
même,extrême
efforts,transports
possédée,l’idée
l’idée,été
été,sûreté
l’orage,d’ombrage
jugements,moments
blâmée,enfermée
cœur,ardeur
difficile,style
courroux,vous
entendre,défendre
moments,sentiments
dompte,honte
honte,prend
prend,rend
s’oppose,chose
aveu,peu
lâchée,attachée
douceur,cœur
faire,plaire
plaire,forcer
forcer,d’annoncer
d’annoncer,entendre
entendre,prendre
résout,tout
extrême,aime
traits,jamais
étude,béatitude
liberté,félicité
félicité,honnête
honnête,s’apprête
vous,doux
soupire,dire
foi,moi
vitesse,tendresse
doux,vous
satisfaire,l’affaire
l’affaire,espérer
espérer,s’assurer
s’assurer,gloire
gloire,croire
bontés,témérités
madame,flamme
agit,l’esprit
l’esprit,empire
empire,désire
désire,parer
parer,respirer
grande,demande
pressants,gens
gens,hommages
hommages,témoignages
voulez,parlez
oppose,chose
cœur,peur
ridicules,scrupules
contentements,accommodements
science,conscience
l’action,intention
instruire,conduire
conduire,d’effroi
d’effroi,moi
bien,rien
dire,détruire
détruire,secret
l’offense,silence
céder,accorder
accorder,prétendre
prétendre,rendre
jusquelà,cela
réduire,dire
convaincants,gens
gens,offense
offense,violence
prie,galerie
prenez,nez
gloire,croire
moment,exactement
homme,m’assomme
sûres,conjectures
conjectures,l’enfer
l’enfer,léger
léger,rendre
rendre,méprendre
contentement,appartement
passionner,donner
âme,femme
bon,ton
témoignage,davantage
prie,cérémonie
saison,maison
maître,connaître
recours,détours
détours,injure
injure,l’imposture
repentir,sortir
sortir,dire
dire,rire
dit,l’esprit
faite,m’inquiète
semble,ensemble
événement,entièrement
désespère,mystère
plains,mains
élire,dire
attachés,lâchés
conscience,confidence
persuader,garder
enquête,prête
prête,sûreté
sûreté,vérité
l’apparence,confidence
confidence,sentiment
sentiment,légèrement
gages,avantages
vous,doux
touchante,méchante
méchante,rien
rien,bien
effroyable,diable
emportements,tempéraments
vôtre,l’autre
connu,prévenu
prévenu,demande
demande,grande
grande,vaurien
vaurien,bien
audace,grimace
lui,aujourd’hui
conséquences,apparences
l’imposture,injure
extrémité,côté
menace,n’efface
courroux,vous
nonpareilles,oreilles
gauchir,affranchir
l’assomme,homme
affaires,mystères
témoins,soins
misère,frère
l’infâme,femme
essais,bienfaits
avantages,sages
transféré,retiré
croire,noire
toujours,discours
mère,sorte
sorte,porte
dit,petit
poursuivie,l’envie
d’aujourd’hui,lui
moimême,extrême
dis,hardi
hardi,répandre
répandre,défendre
dépourvu,vu
rebattre,quatre
déçoit,voit
sujette,s’interprète
causes,choses
mieux,yeux
sottise,éprise
l’esprit,dit
mère,colère
d’icibas,pas
pures,mesures
point,point
possible,visible
ressorts,efforts
cabale,dédale
traître,maître
armes,d’alarmes
savoir,voir
quelqu’un,importun
déplaise,aise
viens,bien
manière,affaire
affaire,aise
voir,vouloir
peutêtre,paraître
paraître,éclater
éclater,écouter
écouter,nuire
nuire,désire
jugement,accommodement
chère,père
pardon,nom
normandie,l’envie
bonheur,d’honneur
licence,ordonnance
passion,sommation
vôtres,d’autres
d’autres,est
reste,conteste
seigneur,porteur
porteur,dire
dire,l’admire
vous,doux
l’office,justice
million,rébellion
personne,donne
jupon,bâton
retire,d’écrire
procèsverbal,déloyal
tendresses,pièces
plaisir,choisir
surséance,l’ordonnance
nuit,bruit
m’apporte,porte
repos,propos
habile,ustensile
forts,dehors
pense,indulgence
indulgence,bien
bien,rien
l’heure,demeure
demeure,asséner
asséner,donner
donner,rien
rien,étrange
étrange,démange
loyal,mal
infâmes,femmes
femmes,assez
assez,laissez
joie,t’envoie
t’envoie,droit
droit,l’exploit
connues,nues
consomme,l’homme
enlever,sauver
sauver,dire
dire,élire
l’ingrat,contrat
noire,croire
croire,affliger
affliger,danger
danger,tendre
tendre,prendre
délicat,d’état
suite,fuite
imposer,accuser
jette,cassette
cassette,sujet
sujet,secret
donne,personne
l’exécuter,arrêter
arrêter,traître
traître,maître
animal,fatal
porte,apporte
foudroyant,fuyant
conduite,fuite
propice,service
vite,gîte
prisonnier,dernier
dernier,m’expédies
m’expédies,perfidies
aigrir,souffrir
l’avoue,joue
m’émouvoir,devoir
prétendre,prendre
glorieux,lieux
charitable,misérable
recevoir,devoir
violence,reconnaissance
eux,l’imposteur
l’imposteur,manière
manière,révère
révère,déclarez
déclarez,parez
parez,d’attendre
d’attendre,surprendre
surprendre,dénoncer
dénoncer,chasser
chasser,distraire
distraire,faire
aujourd’hui,lui
criaillerie,prie
prie,l’accomplir
l’accomplir,remplir
l’heure,demeure
demeure,monsieur
vous,prison
prison,raison
chaude,fraude
cœurs,imposteurs
pourvue,vue
d’accès,excès
immortelle,zèle
cœur,d’horreur
d’horreur,surprendre
surprendre,défendre
clartés,lâchetés
luimême,suprême
suprême,renommé
renommé,informé
noires,d’histoires
détesté,déloyauté
déloyauté,suite
suite,conduite
bout,tout
maître,traître
liens,biens
secrète,retraite
qu’autrefois,droits
pense,récompense
récompense,rien
rien,bien
misérable,l’accable
jour,retour
vice,justice
genoux,doux
joie,déploie
déploie,devoir
devoir,pourvoir
valère,sincère
sincère,secrète
secrète,assiette
repartir,mentir
corrompe,trompe
tour,amour
prud’homie,physionomie
accusés,rusés
rusés,guères
guères,manières
bien,rien
bête,tête
d’amour,jour
crainte,contrainte
nourri,chéri
femmes,flammes
rebuté,tranquillité
l’apparence,d’indifférence
appas,pas
difficile,lucile
doux,jaloux
impatience,assurance
fait,satisfait
conjure,aventure
désirs,soupirs
détachée,touchée
d’éclat,état
présence,l’indifférence
dédain,sein
flamme,âme
piqué,manqué
philosophie,fie
fie,ennemi
ennemi,demi
capable,misérable
alarmer,chômer
chose,cause
avoir,voir
fortune,commune
foi,moi
heureux,cheveux
aise,baise
foi,toi
heure,meure
vérité,volonté
marinette,l’interprète
fatal,mal
maîtresse,tendresse
mouvement,sentiment
sentiment,demande
point,comment
comment,point
belle,cervelle
moment,sentiment
trompée,frappée
badin,chagrin
cautionne,bonne
plût,valût
être,paraître
mal,rival
blesse,maîtresse
doux,jaloux
l’ombrage,personnage
crédit,dit
m’apprendre,attendre
caché,cherché
doute,n’écoute
apporté,déité
croyance,pense
d’esprit,écrit
passagère,lumière
mort,transport
déplaire,colère
manière,courrière
boutique,magnifique
magnifique,bague
quoi,dois
prendre,attendre
fous,vous
adorable,favorable
alors,d’efforts
d’efforts,vôtre
vôtre,nôtre
jour,amour
point,souhaite
souhaite,faite
flamme,âme
bien,rien
jour,fort
lucile,elle
elle,modèle
fermeté,postérité
austère,satisfaire
sentiments,traitements
m’aime,même
même,charmé
charmé,aimé
âme,flamme
grâce,place
croyezmoi,croyezmoi
croyezmoi,foi
assurée,altérée
envie,l’humilie
sire,rire
nous,làdessous
paraître,maître
malheureux,amoureux
bonjour,bonjour
bonjour,heure
heure,demeure
été,arrêté
serviteur,peur
courtoisie,jalousie
jalousie,j’éteins
j’éteins,desseins
jette,marinette
marinette,rivalité
rivalité,extrémité
seigneurie,raillerie
raillerie,bien
bien,rien
belle,nouvelle
peu,jeu
place,grimace
passait,repaissait
l’abuse,ruse
foi,moi
secrète,satisfaite
interdit,dit
monde,seconde
seconde,lien
lien,menti
menti,bien
bien,coquin
audace,place
monsieur,peur
peur,fuir
parler,assure
assure,imposture
langue,harangue
bon,bâton
murmure,pure
dirai,fâcherai
fâcherai,faire
faire,soustraire
diras,bras
j’impose,chose
endroit,s’aperçoit
dites,visites
paraître,maître
verra,témoignera
prudence,connaissance
foi,moi
sentinelle,elle
demande,bien
véritable,détestable
dit,écrit
baye,paye
soir,voir
traîtresse,maîtresse
paix,fais
pique,inique
félon,lestrigon
maîtresse,souplesse
moi,toi
éveillée,travaillée
obligeants,gens
merci,ici
surprendre,entendre
sûrement,aisément
aisément,assurance
assurance,silence
secret,regret
connu,retenu
retenu,silence
silence,importance
raison,maison
âge,l’héritage
mort,sort
dispense,d’assurance
discours,toujours
mystère,père
pressez,assez
assez,close
close,chose
d’amour,jour
richesses,largesses
mort,transport
l’héritage,avantage
événement,sentiment
nourrie,tromperie
commis,promis
femme,âme
mourir,découvrir
intelligence,naissance
naissance,bien
bien,rien
mariage,langage
supposition,digression
s’étendre,d’apprendre
d’apprendre,s’abuser
s’abuser,déguiser
déguiser,porte
porte,forte
doucement,l’étonnement
soupire,dire
raison,maison
héritage,ombrage
retourner,s’étonner
âme,femme
femme,femme
femme,femme
pense,connaissance
plus,confondus
comprendre,m’entendre
arrêtée,écouté
flamme,âme
entretien,bien
défendre,prendre
persuadait,perdait
l’enflamme,âme
hélas,pas
blessure,d’usure
lui,d’autrui
aimable,favorable
entretien,rien
pensée,blessée
sentiments,commandements
mystère,dépositaire
dépositaire,gâter
gâter,éviter
indifférence,intelligence
intelligence,mien
mien,rien
rien,l’industrie
l’industrie,tromperie
tromperie,hardi
hardi,dis
possède,froide
l’issue,sue
l’arrêter,contenter
propose,chose
chose,vous
vous,époux
conférence,présence
bien,entretien
valère,plaire
cœur,bonheur
événement,compliment
âme,flamme
secours,jours
attente,obligeante
obligeante,injustement
injustement,tendrement
promesse,maîtresse
nous,vous
tendresse,s’intéresse
s’intéresse,penser
penser,m’offenser
m’offenser,sincère
sincère,valère
absolument,sentiment
sentiment,transporte
transporte,forte
vous,jaloux
m’oblige,exige
fard,fard
mystère,nécessaire
nécessaire,ouvrir
ouvrir,découvrir
être,paraître
vœux,heureux
avance,puissance
croyez,m’employez
vôtre,autre
vœux,deux
valère,frère
frère,venger
venger,l’affliger
propose,métamorphose
fierté,côté
change,étrange
sujet,l’objet
caprice,d’injustice
déplaît,intérêt
intérêt,vôtre
vôtre,autre
appas,pas
gloire,croire
intelligiblement,sentiment
bouche,touche
interdit,crédit
frère,valère
valère,cher
cher,toucher
violence,confidence
mouvements,sentiments
âme,flamme
aura,mourra
plaire,satisfaire
assez,intéressez
prie,rêverie
rêverie,désespérez
prompte,l’affronte
l’affronte,promptement
promptement,ressentiment
extrême,moimême
fin,latin
nouvelle,belle
transporté,déité
message,d’outrage
changements,moments
peine,haine
lâcheté,indignité
s’accuse,excuse
raison,trahison
l’oreille,merveille
langueur,rigueur
sommes,hommes
hommes,dépens
faite,rejette
doux,vous
dire,rire
matrimonion,tentation
tentation,moi
folies,saillies
sensiblement,amant
pense,l’espérance
m’affliger,venger
propice,sacrifice
d’aujourd’hui,lui
s’exprime,crime
tenté,lâcheté
sévère,colère
nous,vous
vie,envie
venir,l’entretenir
ascagne,l’accompagne
perplexité,équité
d’avarice,supplice
plongé,songé
songé,éventée
éventée,jetée
conserver,arriver
m’appelle,nouvelle
annoncé,cassé
m’arrête,tête
meure,heure
aussi,ainsi
troisième,l’aime
nourri,vrai
ensemble,semble
juré,assuré
destine,doctrine
cracher,prêcher
prêcher,meilleures
meilleures,heures
auguste,s’ajuste
peur,cœur
recule,tulle
prie,l’esclavonie
parler,démêler
l’âme,flamme
déçu,aperçu
retire,dire
virgile,tranquille
deux,fameux
dites,vîtes
besoin,témoin
témoignage,usage
conteste,précepte
précepte,peste
doctement,assurément
d’entendre,t’emporte
t’emporte,sorte
application,inflammation
inflammation,moi
bien,audience
audience,silence
silence,seulement
seulement,traître
traître,vitement
jamais,vais
discours,cours
torture,conjure
expresse,connaisse
ôté,l’humanité
l’humanité,bête
bête,tête
détestés,écoutés
écoutés,close
close,chose
renards,vieillards
s’ébattent,combattent
jugés,fustigés
remède,l’aide
l’aide,téméraire
téméraire,affaire
affaire,discourir
discourir,recourir
diligence,manigance
évaporé,déclaré
déclaré,friperie
friperie,furie
furie,succéder
succéder,accorder
accorder,nôtre
nôtre,l’autre
monsieur,bonjour
bonjour,oui
encore,polydore
infinie,cérémonie
cérémonie,compliment
compliment,instamment
entretenir,venir
moment,grandement
tremble,ensemble
desseins,crains
infidèle,éternelle
vérité,difficulté
estime,légitime
fois,dois
dois,m’expose
m’expose,chose
chose,saison
saison,maison
sortie,partie
partie,rien
rien,bien
père,colère
retient,débuter
yeux,lieux
surprendre,d’apprendre
confusion,action
coupable,misérable
assuré,polydore
polydore,l’implore
genoux,vous
aventure,injure
